sample_filename,x_bound,y_bound,w_bound,h_bound,c_id,lat,lon,cfield_id
104_400.png,12.9140625,5,173,143,104,38.37616222,47.74676403,3
105_400.png,26.4140625,32,155,110,105,38.37632311,47.74737349,3
106_400.png,29.4140625,53,145,116,106,38.37667172,47.74789278,3
107_400.png,37.4140625,29,145,124,107,38.37745475,47.74752495,3
108_400.png,35.9140625,36,134,112,108,38.37787845,47.74668108,3
109_400.png,36.9140625,30,143,117,109,38.37801253,47.74626997,3
110_400.png,38.9140625,60,131,116,110,38.37755129,47.74598507,3
111_400.png,49.9140625,41,135,103,111,38.37860785,47.74694795,3
112_400.png,21.9140625,37,163,120,112,38.37891355,47.74740594,3
113_400.png,22.9140625,36,159,112,113,38.37910127,47.7474384,3
114_400.png,32.9140625,43,125,98,114,38.37900473,47.7468037,3
115_400.png,30.9140625,44,149,87,115,38.37974485,47.74687943,3
116_400.png,45.9140625,54,118,90,116,38.38025436,47.74694795,3
117_400.png,23.4140625,20,152,134,117,38.37653764,47.74722563,3
118_400.png,50.4140625,43,131,102,118,38.37786772,47.74777017,3
119_400.png,26.9140625,37,154,96,119,38.38610565,47.74734464,3
120_400.png,54.4140625,26,111,111,120,38.38599838,47.74673879,3
121_400.png,16.9140625,33,158,116,121,38.38289844,47.74350745,3
122_400.png,38.4140625,58,129,86,122,38.38250692,47.74359762,3
123_400.png,41.4140625,61,134,87,123,38.38234602,47.74277893,20000
124_400.png,18.9140625,10,170,134,124,38.46246051,47.78066603,5
125_400.png,24.9140625,17,160,113,125,38.46055698,47.78092185,20000
126_400.png,34.9140625,24,133,118,126,38.46360263,47.78034175,5
127_400.png,36.4140625,20,140,140,127,38.46375813,47.78112002,5
128_400.png,30.9140625,30,148,120,128,38.46308251,47.78141908,5
129_400.png,18.9140625,9,152,131,129,38.46392435,47.7817938,20000
130_400.png,28.9140625,15,151,137,130,38.4642139,47.78186226,20000
131_400.png,24.9140625,14,165,120,131,38.46325409,47.78215411,20000
132_400.png,26.9140625,18,157,136,132,38.46297527,47.78273059,20000
133_400.png,31.9140625,33,145,122,133,38.46203155,47.7837214,20000
134_400.png,22.9140625,33,159,129,134,38.50293374,47.71325588,4
135_400.png,11.9140625,23,182,143,135,38.5026334,47.713642,4
136_400.png,32.921875,49,118,95,136,38.50319654,47.71350488,4
137_400.png,45.9140625,39,152,123,137,38.50334671,47.71362035,4
138_400.png,12.9140625,43,193,118,138,38.50333598,47.71371417,4
139_400.png,19.9140625,8,168,143,139,38.50302491,47.71379717,4
140_400.png,21.4140625,28,181,123,140,38.503041,47.71391625,4
141_400.png,3.9140625,21,178,133,141,38.50339498,47.71392347,4
142_400.png,8.9140625,35,189,115,142,38.50390448,47.71346879,4
143_400.png,13.9140625,35,181,124,143,38.5037275,47.71342188,4
144_400.png,15.9140625,32,179,119,144,38.50337889,47.71331723,4
145_400.png,21.9140625,12,152,130,145,38.50349152,47.71314763,4
146_400.png,3.9140625,4,188,142,146,38.50411901,47.7128878,4
147_400.png,8.9140625,24,174,122,147,38.50480551,47.71338218,4
148_400.png,24.4140625,15,166,138,148,38.50275675,47.71270016,4
149_400.png,27.9140625,41,160,108,149,38.50286938,47.71438536,4
150_400.png,19.9140625,44,184,98,150,38.50277821,47.71451166,4
151_400.png,13.4140625,20,169,112,151,38.50283184,47.71471013,4
152_400.png,16.4140625,31,154,101,152,38.50304637,47.71485447,4
153_400.png,10.4140625,15,177,113,153,38.50233842,47.71469931,4
154_400.png,70.4140625,55,98,89,154,38.50178601,47.71467405,4
155_400.png,25.9140625,18,161,118,155,38.50195227,47.71520089,4
156_400.png,37.4140625,33,134,126,156,38.50113169,47.71383326,20000
157_400.png,34.9140625,19,137,113,157,38.50135159,47.71407864,4
158_400.png,34.9140625,46,130,103,158,38.50105661,47.71415803,20000
159_400.png,13.9140625,37,171,100,159,38.50048811,47.71452971,20000
160_400.png,15.9140625,43,160,95,160,38.50042911,47.7146127,20000
161_400.png,39.9140625,32,115,116,161,38.50063291,47.71471013,20000
162_400.png,42.9140625,62,138,97,162,38.50047738,47.71487612,20000
163_400.png,24.9140625,41,153,80,163,38.50109951,47.71451166,4
164_400.png,18.9140625,33,160,106,164,38.50364705,47.7152081,4
165_400.png,17.9140625,49,166,109,165,38.50138913,47.71513232,4
166_400.png,41.796875,43,127,123,166,38.50131404,47.71531636,4
167_400.png,44.4140625,36,148,104,167,38.50301955,47.71566998,4
168_400.png,32.796875,21,146,140,168,38.50435218,47.71382517,4
169_400.png,18.9140625,11,146,132,169,38.50263063,47.71619231,4
170_400.png,11.9140625,36,173,114,170,38.45961327,47.77854374,5
171_400.png,28.796875,44,140,97,171,38.46022454,47.77747356,5
172_400.png,65.921875,45,99,94,172,38.46155433,47.77864103,5
173_400.png,20.9140625,36,163,87,173,38.46180634,47.77845366,5
174_400.png,20.9140625,34,176,117,174,38.46313613,47.77822305,5
175_400.png,18.9140625,26,163,112,175,38.46324873,47.77830953,5
176_400.png,24.9140625,32,157,102,176,38.46330771,47.77841402,5
177_400.png,20.796875,43,149,121,177,38.46287875,47.77877795,5
178_400.png,37.9140625,40,139,101,178,38.46264818,47.77881038,5
179_400.png,37.9140625,45,145,106,179,38.46293237,47.77901577,5
180_400.png,31.9140625,25,160,117,180,38.46191358,47.77681774,5
181_400.png,20.9140625,35,168,121,181,38.45958109,47.77918873,5
182_400.png,27.9140625,43,166,110,182,38.46025671,47.77963552,5
183_400.png,3.9140625,34,191,109,183,38.50237043,47.75411049,6
184_400.png,16.796875,10,165,147,184,38.50432297,47.75386886,6
185_400.png,18.9140625,21,191,139,185,38.50364709,47.7548029,6
186_400.png,12.9140625,30,171,111,186,38.50318578,47.75490388,6
187_400.png,11.796875,17,169,130,187,38.50308386,47.75530418,6
188_400.png,29.9140625,20,149,113,188,38.50792766,47.75314036,6
189_400.png,14.796875,12,160,134,189,38.50611459,47.75513108,6
190_400.png,21.9140625,25,168,93,190,38.50938134,47.75343609,6
191_400.png,19.4140625,27,167,109,191,38.50966027,47.75348297,6
192_400.png,1,40,169,101,192,38.51022351,47.75378591,6
193_400.png,9.9140625,33,156,105,193,38.50934915,47.75362362,6
194_400.png,19.9140625,36,155,99,194,38.50939207,47.75370657,6
195_400.png,29.9140625,39,167,101,195,38.50886102,47.75399508,6
196_400.png,16.9140625,22,178,114,196,38.50879129,47.75438096,6
197_400.png,24.9140625,33,154,122,197,38.50937597,47.75447473,6
198_400.png,26.9140625,16,161,123,198,38.51004649,47.75504453,6
199_400.png,17.4140625,18,188,121,199,38.51030397,47.75509862,6
200_400.png,15.9140625,15,175,126,200,38.51083502,47.75461177,6
201_400.png,13.9140625,22,199,128,201,38.51019132,47.75483536,6
202_400.png,26.9140625,13,173,140,202,38.51018596,47.75492552,6
203_400.png,24.9140625,39,169,107,203,38.51151626,47.75470914,6
204_400.png,34.9140625,36,145,104,204,38.51168791,47.7549724,6
205_400.png,20.796875,50,136,116,205,38.51175228,47.75506256,6
206_400.png,36.9140625,43,163,115,206,38.51197757,47.7547993,6
207_400.png,21.796875,48,154,99,207,38.51209559,47.75517796,6
208_400.png,29.4140625,21,162,137,208,38.51075455,47.75523566,6
209_400.png,21.9140625,5,169,141,209,38.50867864,47.75518878,6
210_400.png,5.796875,12,164,135,210,38.5089093,47.75528254,6
211_400.png,10.9140625,14,180,123,211,38.50800812,47.75553859,6
212_400.png,42.4140625,44,119,113,212,38.50822269,47.75564317,6
213_400.png,53.4140625,44,121,89,213,38.50813686,47.75593528,6
214_400.png,15.9140625,15,180,145,214,38.50903267,47.75646179,6
215_400.png,18.9140625,20,165,110,215,38.50900049,47.75697747,6
216_400.png,13.4140625,23,184,118,216,38.50975683,47.75695584,6
217_400.png,18.9140625,29,166,135,217,38.51000894,47.75644376,6
218_400.png,43.9140625,29,155,125,218,38.51012159,47.75619493,6
219_400.png,45.9140625,32,151,123,219,38.51105495,47.75621296,6
220_400.png,25.9140625,30,160,124,220,38.5113607,47.75616608,6
221_400.png,32.9140625,17,162,128,221,38.51126415,47.75684404,6
222_400.png,53.9140625,58,105,87,222,38.51197221,47.7568765,6
223_400.png,25.9140625,42,142,89,223,38.51223505,47.7566421,6
224_400.png,13.9140625,14,184,137,224,38.51240134,47.75641491,6
225_400.png,33.4140625,34,158,117,225,38.51307186,47.75641851,6
226_400.png,9.9140625,28,179,126,226,38.51277147,47.75586315,6
227_400.png,41.9140625,36,137,100,227,38.51242816,47.75575857,6
228_400.png,28.4140625,36,162,107,228,38.51215996,47.75572251,6
229_400.png,16.4140625,27,173,102,229,38.51220287,47.75564678,6
230_400.png,29.796875,37,132,120,230,38.51189175,47.7556576,6
231_400.png,37.9140625,31,146,105,231,38.51348489,47.75570808,6
232_400.png,27.9140625,39,164,118,232,38.51350635,47.75585594,6
233_400.png,39.9140625,17,157,121,233,38.5123477,47.75697387,6
234_400.png,15.9140625,22,165,136,234,38.51211168,47.75730203,6
235_400.png,11.9140625,30,184,104,235,38.50775065,47.75690896,6
236_400.png,25.4140625,39,162,97,236,38.50715523,47.75724072,6
237_400.png,21.9140625,33,157,109,237,38.50843189,47.75750037,6
238_400.png,26.9140625,18,159,122,238,38.5108082,47.75763379,6
239_400.png,6.9140625,2,169,131,239,38.51115686,47.75766985,6
240_400.png,5.9140625,15,180,124,240,38.51111395,47.75773476,6
241_400.png,58.9140625,40,142,106,241,38.51214386,47.75770952,6
242_400.png,21.9140625,20,181,141,242,38.51160745,47.75802325,6
243_400.png,13.9140625,23,156,95,243,38.51110859,47.75812422,6
244_400.png,16.9140625,32,163,115,244,38.50820123,47.75806653,6
245_400.png,9.9140625,12,187,113,245,38.51167718,47.75843074,6
246_400.png,6.9140625,19,171,129,246,38.51198294,47.7585858,6
247_400.png,20.9140625,17,176,126,247,38.51104958,47.75884904,6
248_400.png,4.9140625,7,194,128,248,38.51043807,47.75898607,6
249_400.png,20.921875,21,141,113,249,38.5057981,47.75804128,6
250_400.png,25.9140625,39,151,106,250,38.50643107,47.75837665,6
251_400.png,14.9140625,23,168,121,251,38.50674219,47.75793671,6
252_400.png,17.9140625,23,166,115,252,38.50417814,47.75869038,6
253_400.png,23.9140625,28,161,113,253,38.50365782,47.75807013,6
254_400.png,3.9140625,21,173,123,254,38.50225778,47.75826126,6
255_400.png,15.9140625,25,168,78,255,38.50161945,47.75736694,6
256_400.png,28.9140625,8,156,127,256,38.50088457,47.75759413,6
257_400.png,16.9140625,26,172,125,257,38.50075583,47.75785016,6
258_400.png,31.4140625,21,132,117,258,38.50208613,47.75827929,6
259_400.png,10.9140625,25,180,112,259,38.50536897,47.75875168,6
260_400.png,21.796875,35,152,116,260,38.50606095,47.7591195,6
261_400.png,32.9140625,36,163,116,261,38.50498812,47.75922768,6
262_400.png,17.9140625,22,170,108,262,38.50356126,47.75895723,6
263_400.png,19.796875,14,160,158,263,38.5023597,47.75885626,6
264_400.png,14.9140625,22,172,124,264,38.5037061,47.75924571,6
265_400.png,19.4140625,48,169,101,265,38.51313623,47.75741382,6
266_400.png,37.9140625,34,116,114,266,38.51418223,47.75748594,6
267_400.png,10.4140625,10,180,127,267,38.51506731,47.75735973,6
268_400.png,14.4140625,28,185,135,268,38.51485811,47.75686929,6
269_400.png,26.796875,25,144,130,269,38.51542134,47.75659161,6
270_400.png,15.9140625,14,188,144,270,38.51575928,47.75634278,6
271_400.png,25.9140625,25,173,132,271,38.51583974,47.75723712,6
272_400.png,35.9140625,37,134,93,272,38.51633861,47.75708205,6
273_400.png,16.9140625,11,182,134,273,38.51526578,47.75774919,6
274_400.png,34.9140625,50,112,85,274,38.51518532,47.75772755,6
275_400.png,29.9140625,46,163,120,275,38.51402131,47.75833698,71
276_400.png,29.9140625,27,160,108,276,38.5154428,47.75825044,71
277_400.png,22.9140625,40,164,123,277,38.5155769,47.75860023,71
278_400.png,26.4140625,25,152,118,278,38.51631715,47.75847401,71
279_400.png,27.9140625,55,136,82,279,38.51632788,47.75841992,71
280_400.png,24.4140625,36,151,99,280,38.51122123,47.75928537,71
281_400.png,22.4140625,25,165,111,281,38.51109786,47.7593611,71
282_400.png,26.9140625,26,180,132,282,38.51084038,47.75934668,71
283_400.png,22.9140625,38,160,113,283,38.51111395,47.75952337,71
284_400.png,3.9140625,23,190,103,284,38.51125342,47.75943322,71
285_400.png,35.796875,52,132,107,285,38.51135534,47.75993806,71
286_400.png,23.9140625,31,159,125,286,38.51394084,47.75909426,71
287_400.png,26.9140625,25,140,137,287,38.51357072,47.75978661,71
288_400.png,32.9140625,39,158,125,288,38.51410177,47.75992003,71
289_400.png,24.9140625,30,164,115,289,38.51520141,47.75995969,71
290_400.png,36.4140625,26,147,121,290,38.51492248,47.76021572,71
291_400.png,11.9140625,41,183,122,291,38.5149493,47.76035635,71
292_400.png,51.9140625,47,128,114,292,38.51507804,47.75919883,71
293_400.png,10.9140625,20,171,127,293,38.51029324,47.760021,71
294_400.png,32.9140625,45,156,111,294,38.51062582,47.76037077,71
295_400.png,14.9140625,38,161,106,295,38.51102812,47.7604465,71
296_400.png,24.9140625,45,145,102,296,38.51108177,47.76075661,71
297_400.png,36.9140625,38,145,103,297,38.5094618,47.76052222,6
298_400.png,17.9140625,42,186,97,298,38.50960127,47.76068088,6
299_400.png,36.9140625,37,139,83,299,38.51103885,47.76083233,71
300_400.png,11.9140625,24,182,119,300,38.51096376,47.76097296,71
301_400.png,16.9140625,22,180,126,301,38.51247644,47.76133355,71
302_400.png,40.9140625,51,110,91,302,38.51288411,47.76118932,71
303_400.png,15.9140625,15,157,127,303,38.51296994,47.76114965,71
304_400.png,21.9140625,19,167,115,304,38.51271782,47.76074218,71
305_400.png,39.9140625,21,141,128,305,38.51334006,47.76092969,71
306_400.png,22.9140625,27,144,126,306,38.51370482,47.76065204,71
307_400.png,9.9140625,5,173,143,307,38.51432706,47.76090806,71
308_400.png,15.9140625,19,162,117,308,38.50920969,47.76079627,6
309_400.png,26.9140625,26,153,117,309,38.50884493,47.76117129,6
310_400.png,23.9140625,36,141,107,310,38.50863036,47.76098378,6
311_400.png,30.4140625,20,139,135,311,38.50850162,47.76152466,6
312_400.png,37.9140625,31,179,113,312,38.50860891,47.76151024,6
313_400.png,22.921875,50,141,90,313,38.50884493,47.76156793,6
314_400.png,17.9140625,30,166,125,314,38.50893612,47.76149221,6
315_400.png,37.9140625,30,120,92,315,38.50834606,47.761485,6
316_400.png,5.9140625,10,170,134,316,38.50823878,47.76160038,6
317_400.png,40.9140625,37,141,110,317,38.50829242,47.7616725,6
318_400.png,21.796875,15,160,156,318,38.50768091,47.76125422,6
319_400.png,5.9140625,28,162,100,319,38.50755217,47.76152106,6
320_400.png,21.4140625,21,145,106,320,38.50779892,47.76163284,6
321_400.png,17.4140625,30,171,111,321,38.50859281,47.76162923,6
322_400.png,32.921875,16,140,95,322,38.50882883,47.76170495,6
323_400.png,26.4140625,19,143,124,323,38.50838898,47.76188164,6
324_400.png,29.9140625,33,164,113,324,38.50643107,47.76135879,6
325_400.png,33.9140625,52,150,107,325,38.50582493,47.76141288,6
326_400.png,17.796875,20,152,142,326,38.50476283,47.76135879,6
327_400.png,17.9140625,18,157,129,327,38.50485402,47.76071694,6
328_400.png,7.4140625,29,194,125,328,38.50806713,47.76013278,6
329_400.png,19.9140625,17,162,117,329,38.50757899,47.75991642,6
330_400.png,31.9140625,21,160,108,330,38.50738052,47.75971088,6
331_400.png,16.4140625,24,174,125,331,38.50607167,47.75998133,6
332_400.png,36.4140625,36,133,110,332,38.50559427,47.75981906,6
333_400.png,17.9140625,20,170,129,333,38.50570155,47.76007148,6
334_400.png,12.9140625,40,194,108,334,38.50564791,47.76021932,6
335_400.png,16.9140625,8,173,143,335,38.50596976,47.75965319,6
336_400.png,28.9140625,16,172,142,336,38.50420496,47.76016523,6
337_400.png,41.4140625,23,155,117,337,38.50439807,47.76102344,6
338_400.png,7.9140625,25,177,120,338,38.50883956,47.75944043,6
339_400.png,18.9140625,35,162,112,339,38.5078472,47.75902213,6
340_400.png,24.9140625,43,163,92,340,38.50415132,47.75972531,6
341_400.png,24.921875,18,135,99,341,38.50314286,47.760021,6
342_400.png,16.9140625,29,169,119,342,38.50358809,47.76028423,6
343_400.png,22.9140625,40,179,126,343,38.50331988,47.7608107,6
344_400.png,10.4140625,40,182,96,344,38.5065008,47.7608107,6
345_400.png,15.9140625,19,171,120,345,38.5070104,47.76193212,6
346_400.png,23.9140625,29,163,89,346,38.5080564,47.76223862,6
347_400.png,27.4140625,22,164,122,347,38.50617896,47.76167611,6
348_400.png,19.4140625,32,176,99,348,38.50040716,47.76028784,6
349_400.png,78.4140625,79,75,55,349,38.49560627,47.75892117,6
350_400.png,67.4140625,40,111,89,350,38.49516105,47.75845598,6
351_400.png,24.796875,39,133,128,351,38.49595494,47.75845959,6
352_400.png,11.9140625,15,173,115,352,38.49468364,47.75890314,6
353_400.png,5.9140625,8,177,130,353,38.50010141,47.7569919,6
354_400.png,15.9140625,27,168,119,354,38.49690975,47.756588,6
355_400.png,14.9140625,31,181,107,355,38.49567064,47.75675028,6
356_400.png,24.9140625,16,154,128,356,38.49792894,47.7551996,6
357_400.png,19.9140625,38,168,124,357,38.50337352,47.7515499,6
358_400.png,22.9140625,35,157,104,358,38.505605,47.75224956,6
359_400.png,21.9140625,25,168,136,359,38.50620578,47.75223874,6
360_400.png,20.9140625,29,158,122,360,38.50628624,47.75242989,6
361_400.png,22.921875,40,150,89,361,38.50643107,47.75209448,6
362_400.png,29.9140625,39,122,120,362,38.50652763,47.75195744,6
363_400.png,29.4140625,46,161,120,363,38.50540652,47.75164727,6
364_400.png,28.9140625,32,141,121,364,38.50450535,47.75158957,6
365_400.png,25.9140625,31,163,101,365,38.5043927,47.75122531,6
366_400.png,46.4140625,48,125,101,366,38.50358272,47.75196465,6
367_400.png,14.9140625,30,160,98,367,38.50172137,47.75108104,6
368_400.png,25.4140625,27,166,118,368,38.50093284,47.75081416,6
369_400.png,33.9140625,34,161,124,369,38.50495057,47.75047874,20000
370_400.png,37.9140625,24,140,120,370,38.50692457,47.75061218,20000
371_400.png,35.921875,35,118,117,371,38.50698894,47.75070596,20000
372_400.png,41.921875,41,121,109,372,38.50679583,47.75082858,20000
373_400.png,15.9140625,18,163,120,373,38.50625942,47.75143449,6
374_400.png,21.9140625,14,171,120,374,38.51025569,47.75209448,20000
375_400.png,28.4140625,18,143,115,375,38.51133924,47.75273644,6
376_400.png,19.9140625,49,141,82,376,38.51124805,47.75270759,6
377_400.png,39.9140625,32,145,114,377,38.51115686,47.75252366,6
378_400.png,36.921875,16,126,125,378,38.51087793,47.75301774,6
379_400.png,26.9140625,45,151,107,379,38.51104958,47.7527725,6
380_400.png,18.9140625,21,165,113,380,38.51179045,47.75312011,6
381_400.png,40.9140625,47,157,99,381,38.51197276,47.75328594,6
382_400.png,9.9140625,28,186,102,382,38.51232666,47.75358876,6
383_400.png,26.9140625,25,151,119,383,38.51203175,47.75360679,6
384_400.png,21.796875,54,152,93,384,38.51505594,47.75220802,20000
385_400.png,27.9140625,31,151,112,385,38.51444467,47.75245678,20000
386_400.png,53.9140625,55,151,103,386,38.51523825,47.75219,20000
387_400.png,1.9140625,28,181,122,387,38.51624095,47.75244957,20000
388_400.png,12.9140625,16,197,128,388,38.51660557,47.75210708,20000
389_400.png,55.4140625,48,122,100,389,38.51248752,47.75119137,20000
390_400.png,19.9140625,43,165,99,390,38.51239636,47.75123103,20000
391_400.png,36.9140625,30,152,108,391,38.5122355,47.75125987,20000
392_400.png,39.4140625,21,154,130,392,38.51191378,47.75097506,20000
393_400.png,20.9140625,21,145,120,393,38.51206928,47.75147258,20000
394_400.png,32.9140625,44,155,119,394,38.51201566,47.75166004,20000
395_400.png,18.796875,25,159,110,395,38.51189769,47.75177541,20000
396_400.png,21.9140625,39,176,110,396,38.51553852,47.75437104,6
397_400.png,3.9140625,26,202,126,397,38.51531868,47.75454408,6
398_400.png,17.9140625,47,163,96,398,38.51574228,47.75472433,6
399_400.png,41.4140625,60,108,78,399,38.51592459,47.7547027,6
400_400.png,13.9140625,20,178,126,400,38.51674498,47.75428092,6
401_400.png,15.9140625,18,179,130,401,38.51654659,47.75394566,6
402_400.png,14.4140625,25,182,118,402,38.51592459,47.75365365,20000
403_400.png,20.9140625,44,148,115,403,38.51730263,47.75413312,6
404_400.png,8.9140625,21,165,148,404,38.51813375,47.75407904,20000
405_400.png,33.9140625,35,111,117,405,38.51659484,47.75473154,6
406_400.png,38.9140625,34,127,103,406,38.51607473,47.75495865,6
407_400.png,14.9140625,29,193,116,407,38.5163321,47.75496586,6
408_400.png,31.9140625,37,131,110,408,38.51586561,47.75496946,6
409_400.png,13.9140625,20,186,129,409,38.51586561,47.75504517,6
